order_id,quantity,price,discount_ratio,cost,category,product_id,order_date
1.0,23.0,37,0.13112794162107563,32,e,17.0,2023-02-07
150.0,23.0,37,0.07247742376165867,32,e,17.0,2023-01-18
811.0,23.0,37,0.11005172375020372,32,e,17.0,2023-02-22
1518.0,23.0,37,0.08950371417510157,32,e,17.0,2023-02-05
1632.0,23.0,37,0.1399123757945793,32,e,17.0,2023-01-31
2663.0,23.0,37,0.05169280837869051,32,e,17.0,2023-02-22
3546.0,23.0,37,0.03013913456186211,32,e,17.0,2023-02-28
3900.0,23.0,37,0.05921050592013715,32,e,17.0,2023-02-12
330.0,4.0,37,0.005419682079425417,32,e,17.0,2023-01-15
1118.0,4.0,37,0.0021839434971067293,32,e,17.0,2023-01-29
1121.0,4.0,37,0.012571480352696267,32,e,17.0,2023-02-15
2314.0,4.0,37,0.004190217584204226,32,e,17.0,2023-02-03
2447.0,4.0,37,0.012521435050741323,32,e,17.0,2023-01-20
2977.0,4.0,37,0.01985937604963484,32,e,17.0,2023-01-09
3255.0,4.0,37,0.010072171923400158,32,e,17.0,2023-02-02
3490.0,4.0,37,0.002248225129030482,32,e,17.0,2023-01-17
4442.0,4.0,37,0.009997525769615287,32,e,17.0,2023-01-09
4499.0,4.0,37,0.0011984589140745427,32,e,17.0,2023-01-28
1193.0,18.0,37,0.14052250980837236,32,e,17.0,2023-02-26
2073.0,18.0,37,0.047282380749669214,32,e,17.0,2023-02-28
2550.0,18.0,37,0.04218978080775088,32,e,17.0,2023-01-30
345.0,10.0,37,0.07233984918254222,32,e,17.0,2023-02-18
1066.0,10.0,37,0.0008915293843034181,32,e,17.0,2023-02-21
1195.0,10.0,37,0.02734019631993123,32,e,17.0,2023-01-09
1855.0,10.0,37,0.01757303231191718,32,e,17.0,2023-01-31
1990.0,10.0,37,0.05184624118799272,32,e,17.0,2023-02-05
2761.0,10.0,37,0.0006817290996311226,32,e,17.0,2023-02-09
2835.0,10.0,37,0.027767473927373942,32,e,17.0,2023-01-16
3161.0,10.0,37,0.01408810476367864,32,e,17.0,2023-01-14
3273.0,10.0,37,0.010951175417560325,32,e,17.0,2023-02-01
3362.0,10.0,37,0.031266112384094095,32,e,17.0,2023-02-08
3522.0,10.0,37,0.008907072927174721,32,e,17.0,2023-02-23
4325.0,10.0,37,0.0070505703605339325,32,e,17.0,2023-01-17
4671.0,10.0,37,0.015794268205766373,32,e,17.0,2023-02-03
423.0,6.0,37,0.0027282713259196988,32,e,17.0,2023-01-31
660.0,6.0,37,0.0073558471090071735,32,e,17.0,2023-01-15
734.0,6.0,37,0.004625472244414052,32,e,17.0,2023-01-30
792.0,6.0,37,0.011534957733917686,32,e,17.0,2023-01-27
1340.0,6.0,37,0.03158426867114875,32,e,17.0,2023-01-22
1561.0,6.0,37,0.002818899198445576,32,e,17.0,2023-01-20
1894.0,6.0,37,0.01532096228484288,32,e,17.0,2023-02-02
2466.0,6.0,37,0.0013127913203632305,32,e,17.0,2023-01-26
2657.0,6.0,37,0.0028006209356516137,32,e,17.0,2023-01-01
2915.0,6.0,37,0.0013513430620980867,32,e,17.0,2023-02-11
3233.0,6.0,37,0.008874531455243929,32,e,17.0,2023-01-18
3604.0,6.0,37,0.017438432039974167,32,e,17.0,2023-02-12
3790.0,6.0,37,0.01901845658738878,32,e,17.0,2023-01-21
4247.0,6.0,37,0.004124624373533197,32,e,17.0,2023-01-11
4409.0,6.0,37,0.006827481323966094,32,e,17.0,2023-01-27
668.0,2.0,37,0.00025276122789757776,32,e,17.0,2023-01-31
1372.0,2.0,37,0.0002940713975760722,32,e,17.0,2023-01-09
3297.0,2.0,37,0.0036255707009842245,32,e,17.0,2023-01-28
3752.0,2.0,37,0.001318949865919603,32,e,17.0,2023-01-08
3878.0,2.0,37,0.007057616238695719,32,e,17.0,2023-01-10
3920.0,2.0,37,0.0034384356967068997,32,e,17.0,2023-01-12
2117.0,1.0,37,0.0,32,e,17.0,2023-01-08
565.0,11.0,37,0.022931856472401414,32,e,17.0,2023-01-03
1050.0,11.0,37,0.01540875186898104,32,e,17.0,2023-02-18
1586.0,11.0,37,0.023745521344427777,32,e,17.0,2023-01-19
1991.0,11.0,37,0.023010844542975653,32,e,17.0,2023-02-08
2336.0,11.0,37,0.05409398677513312,32,e,17.0,2023-01-31
2779.0,11.0,37,0.0285917211888293,32,e,17.0,2023-02-10
3169.0,11.0,37,0.029977489667416993,32,e,17.0,2023-01-29
3211.0,11.0,37,0.028136468944558415,32,e,17.0,2023-01-15
4795.0,11.0,37,0.02126608914660255,32,e,17.0,2023-02-07
14.0,17.0,37,0.003070133166427042,32,e,17.0,2023-02-15
216.0,17.0,37,0.04959249842381289,32,e,17.0,2023-01-14
1237.0,17.0,37,0.04345757847470617,32,e,17.0,2023-02-16
1957.0,17.0,37,0.025378573280873392,32,e,17.0,2023-02-05
2311.0,17.0,37,0.06286810834819322,32,e,17.0,2023-02-23
3530.0,17.0,37,0.013234776116380197,32,e,17.0,2023-01-13
3856.0,17.0,37,0.0461584634888975,32,e,17.0,2023-01-06
3965.0,17.0,37,0.018131395114399144,32,e,17.0,2023-01-29
4804.0,17.0,37,0.016705863958698355,32,e,17.0,2023-01-16
219.0,5.0,37,0.004226110084070948,32,e,17.0,2023-01-25
848.0,5.0,37,0.023816948661810656,32,e,17.0,2023-01-28
941.0,5.0,37,0.015435598192462584,32,e,17.0,2023-01-11
1119.0,5.0,37,0.03453945447101794,32,e,17.0,2023-01-09
1365.0,5.0,37,0.015040116523426145,32,e,17.0,2023-02-01
1655.0,5.0,37,0.0038739474776901704,32,e,17.0,2023-02-11
2372.0,5.0,37,0.005765807970770108,32,e,17.0,2023-01-01
2385.0,5.0,37,0.0021161040966388525,32,e,17.0,2023-02-05
2898.0,5.0,37,0.030095476379872508,32,e,17.0,2023-01-15
2936.0,5.0,37,0.004534963541298343,32,e,17.0,2023-01-03
3015.0,5.0,37,0.008579267373704002,32,e,17.0,2023-01-22
3613.0,5.0,37,0.005358081434126265,32,e,17.0,2023-01-05
4199.0,5.0,37,0.0179375827760748,32,e,17.0,2023-01-11
4259.0,5.0,37,0.0023102868253456993,32,e,17.0,2023-01-25
4510.0,5.0,37,0.0212907764908249,32,e,17.0,2023-01-16
4818.0,5.0,37,0.013279488742305424,32,e,17.0,2023-01-23
840.0,22.0,37,0.008269115966890953,32,e,17.0,2023-02-11
851.0,22.0,37,0.06756138454437059,32,e,17.0,2023-02-03
1907.0,22.0,37,0.09400379146731078,32,e,17.0,2023-02-19
3059.0,22.0,37,0.014006122156858718,32,e,17.0,2023-02-25
3152.0,22.0,37,0.06318749999255202,32,e,17.0,2023-01-20
3645.0,22.0,37,0.06590282793344722,32,e,17.0,2023-01-18
421.0,8.0,37,0.019795614321037363,32,e,17.0,2023-01-27
483.0,8.0,37,0.01344001625254234,32,e,17.0,2023-01-03
566.0,8.0,37,0.017482695338254032,32,e,17.0,2023-01-29
788.0,8.0,37,0.04994392174268583,32,e,17.0,2023-01-08
1001.0,8.0,37,0.04926753343454243,32,e,17.0,2023-01-13
1311.0,8.0,37,0.011239320874497152,32,e,17.0,2023-01-07
1455.0,8.0,37,0.031529253458487755,32,e,17.0,2023-01-03
1716.0,8.0,37,0.001706631568576311,32,e,17.0,2023-01-22
2342.0,8.0,37,0.02057028573388786,32,e,17.0,2023-01-04
2448.0,8.0,37,0.03659408470578837,32,e,17.0,2023-01-30
3481.0,8.0,37,0.04985460968477193,32,e,17.0,2023-02-12
3666.0,8.0,37,0.018893106938977836,32,e,17.0,2023-01-17
4637.0,8.0,37,0.006595426074360684,32,e,17.0,2023-01-02
4864.0,8.0,37,0.03617933982985532,32,e,17.0,2023-01-30
250.0,13.0,37,0.060736354194725964,32,e,17.0,2023-01-30
297.0,13.0,37,0.009429420625022547,32,e,17.0,2023-02-05
708.0,13.0,37,0.033556714302372205,32,e,17.0,2023-01-18
1739.0,13.0,37,0.018217055375149446,32,e,17.0,2023-02-16
1785.0,13.0,37,0.031264597268940875,32,e,17.0,2023-02-15
2129.0,13.0,37,0.010892139996217938,32,e,17.0,2023-01-09
2186.0,13.0,37,0.06696549516970464,32,e,17.0,2023-01-24
2497.0,13.0,37,0.016714572414736725,32,e,17.0,2023-02-02
4382.0,13.0,37,0.06080840163352626,32,e,17.0,2023-01-19
4548.0,13.0,37,0.015947750100648236,32,e,17.0,2023-02-10
4773.0,13.0,37,0.1072541979903646,32,e,17.0,2023-02-12
4883.0,13.0,37,0.01914076273587068,32,e,17.0,2023-01-30
333.0,19.0,37,0.058422935708604636,32,e,17.0,2023-02-05
359.0,19.0,37,0.10573371233450826,32,e,17.0,2023-02-17
500.0,19.0,37,0.05568861884875263,32,e,17.0,2023-02-07
658.0,19.0,37,0.022422740699318173,32,e,17.0,2023-01-06
691.0,19.0,37,0.07802289687206075,32,e,17.0,2023-02-02
943.0,19.0,37,0.1002685486535338,32,e,17.0,2023-02-24
2823.0,19.0,37,0.03448511776156727,32,e,17.0,2023-01-15
3314.0,19.0,37,0.021030163780357738,32,e,17.0,2023-02-14
4049.0,19.0,37,0.02839891635042086,32,e,17.0,2023-01-20
4519.0,19.0,37,0.11784554693795914,32,e,17.0,2023-01-25
4687.0,19.0,37,0.0028371766504158803,32,e,17.0,2023-01-14
826.0,9.0,37,0.07784083361300391,32,e,17.0,2023-01-06
1132.0,9.0,37,0.052979730485445645,32,e,17.0,2023-01-19
2321.0,9.0,37,0.03440513139465675,32,e,17.0,2023-01-09
2359.0,9.0,37,0.018255450721144685,32,e,17.0,2023-01-06
2660.0,9.0,37,0.0027834604931566017,32,e,17.0,2023-01-17
2675.0,9.0,37,0.007094393886541965,32,e,17.0,2023-01-03
3214.0,9.0,37,0.038632427903312276,32,e,17.0,2023-02-15
3412.0,9.0,37,0.04797047459732726,32,e,17.0,2023-01-03
4561.0,9.0,37,0.016559538604833293,32,e,17.0,2023-02-08
4608.0,9.0,37,0.005164176113136496,32,e,17.0,2023-01-18
195.0,3.0,37,0.0022830357907131726,32,e,17.0,2023-02-03
519.0,3.0,37,0.004645642447299733,32,e,17.0,2023-01-12
1191.0,3.0,37,0.004620010233281456,32,e,17.0,2023-01-02
2642.0,3.0,37,0.0019969588051419102,32,e,17.0,2023-01-01
2705.0,3.0,37,0.004974904478395168,32,e,17.0,2023-01-14
4955.0,3.0,37,0.0006062547693077888,32,e,17.0,2023-01-17
756.0,20.0,37,0.023379012154859852,32,e,17.0,2023-01-16
929.0,20.0,37,0.06449533884071834,32,e,17.0,2023-02-26
2027.0,20.0,37,0.03256189611026752,32,e,17.0,2023-02-10
2298.0,20.0,37,0.05392376600554251,32,e,17.0,2023-01-19
2641.0,20.0,37,0.07151261362391778,32,e,17.0,2023-02-19
3275.0,20.0,37,0.12496867116714963,32,e,17.0,2023-02-09
4056.0,20.0,37,0.03502990602461997,32,e,17.0,2023-02-24
4318.0,20.0,37,0.10265151733318632,32,e,17.0,2023-02-23
4698.0,20.0,37,0.14844874689507556,32,e,17.0,2023-02-10
1072.0,12.0,37,0.04146296251119632,32,e,17.0,2023-01-08
1080.0,12.0,37,0.02610343603600317,32,e,17.0,2023-01-06
1528.0,12.0,37,0.040935352024645634,32,e,17.0,2023-01-04
2480.0,12.0,37,0.03035916676219921,32,e,17.0,2023-01-28
2952.0,12.0,37,0.04116441794936798,32,e,17.0,2023-01-30
3108.0,12.0,37,0.009297754035532783,32,e,17.0,2023-02-19
3986.0,12.0,37,0.04823673613372121,32,e,17.0,2023-02-10
4764.0,12.0,37,0.009502500825812148,32,e,17.0,2023-01-18
339.0,7.0,37,0.02077524471708843,32,e,17.0,2023-01-11
438.0,7.0,37,0.03060662302765026,32,e,17.0,2023-01-14
537.0,7.0,37,0.02123712825327218,32,e,17.0,2023-01-07
599.0,7.0,37,0.022945620701452122,32,e,17.0,2023-01-17
1012.0,7.0,37,0.019602450907201373,32,e,17.0,2023-02-05
1449.0,7.0,37,0.031604419785588034,32,e,17.0,2023-02-25
1498.0,7.0,37,0.028360231166173807,32,e,17.0,2023-01-07
2092.0,7.0,37,0.029006888569973705,32,e,17.0,2023-01-03
2208.0,7.0,37,0.06353403439776338,32,e,17.0,2023-01-14
2653.0,7.0,37,0.03161065310853214,32,e,17.0,2023-01-22
3461.0,7.0,37,0.0051500793906561265,32,e,17.0,2023-01-09
3520.0,7.0,37,0.020893474906588237,32,e,17.0,2023-02-09
3740.0,7.0,37,0.011460994795795182,32,e,17.0,2023-02-02
3891.0,7.0,37,0.014725151417833596,32,e,17.0,2023-02-26
3942.0,7.0,37,0.017829680207975596,32,e,17.0,2023-01-12
4121.0,7.0,37,0.041566003738260894,32,e,17.0,2023-01-26
4138.0,7.0,37,0.026237212303060524,32,e,17.0,2023-01-04
4890.0,7.0,37,0.001517399265285937,32,e,17.0,2023-02-26
4917.0,7.0,37,0.013696836076522988,32,e,17.0,2023-01-17
623.0,15.0,37,0.007281893063983347,32,e,17.0,2023-02-02
686.0,15.0,37,0.0025662579854822676,32,e,17.0,2023-02-09
1028.0,15.0,37,0.004368181325042176,32,e,17.0,2023-02-02
1300.0,15.0,37,0.009326067652668657,32,e,17.0,2023-01-31
1510.0,15.0,37,0.08206551423038114,32,e,17.0,2023-02-16
2527.0,15.0,37,0.07564741191096602,32,e,17.0,2023-02-03
2958.0,15.0,37,0.004167969436700031,32,e,17.0,2023-02-16
3491.0,15.0,37,0.03668234984394883,32,e,17.0,2023-02-28
4139.0,15.0,37,0.027851846400933654,32,e,17.0,2023-01-03
4219.0,15.0,37,0.015702277617578395,32,e,17.0,2023-02-02
4850.0,15.0,37,0.014221280872942109,32,e,17.0,2023-01-25
400.0,14.0,37,0.07165035368735916,32,e,17.0,2023-01-13
1629.0,14.0,37,0.02693729447841805,32,e,17.0,2023-02-16
2665.0,14.0,37,0.07608083588193455,32,e,17.0,2023-01-29
2844.0,14.0,37,0.024986736947126362,32,e,17.0,2023-01-26
3723.0,14.0,37,0.045656739929160924,32,e,17.0,2023-02-23
3758.0,14.0,37,0.035793502652640675,32,e,17.0,2023-01-19
4607.0,14.0,37,0.036996441483065,32,e,17.0,2023-01-01
234.0,16.0,37,0.005375238358613088,32,e,17.0,2023-02-17
532.0,16.0,37,0.08541508244921098,32,e,17.0,2023-02-08
1083.0,16.0,37,0.051530597147479706,32,e,17.0,2023-02-24
1284.0,16.0,37,0.08215408726991147,32,e,17.0,2023-02-01
1913.0,16.0,37,0.04163881738931344,32,e,17.0,2023-01-16
2197.0,16.0,37,0.059368946000725335,32,e,17.0,2023-02-12
2708.0,16.0,37,0.06024253414409462,32,e,17.0,2023-01-28
3112.0,16.0,37,0.009985623049548838,32,e,17.0,2023-02-02
3545.0,16.0,37,0.021959055571988923,32,e,17.0,2023-02-05
3585.0,16.0,37,0.04481409044729805,32,e,17.0,2023-02-27
4887.0,16.0,37,0.0019708568205915994,32,e,17.0,2023-02-26
728.0,30.0,37,0.014300249395358226,32,e,17.0,2023-02-22
3452.0,30.0,37,0.2138062532342888,32,e,17.0,2023-02-17
193.0,35.0,37,0.04632714925828945,32,e,17.0,2023-02-19
267.0,29.0,37,0.09194350344161947,32,e,17.0,2023-01-31
2175.0,29.0,37,0.046226790519265926,32,e,17.0,2023-02-28
2267.0,29.0,37,0.03146700394933333,32,e,17.0,2023-02-21
2639.0,29.0,37,0.06059153385614142,32,e,17.0,2023-02-22
3109.0,29.0,37,0.05084573379579916,32,e,17.0,2023-02-14
4014.0,29.0,37,0.035849523809005523,32,e,17.0,2023-02-10
1708.0,24.0,37,0.11417260321734675,32,e,17.0,2023-02-12
3656.0,24.0,37,0.049386291455523576,32,e,17.0,2023-02-13
4301.0,24.0,37,0.06665567456486275,32,e,17.0,2023-02-19
4824.0,24.0,37,0.10395434660648468,32,e,17.0,2023-02-28
2380.0,26.0,37,0.13868935097161644,32,e,17.0,2023-02-16
2805.0,26.0,37,0.020878312546422313,32,e,17.0,2023-02-09
2985.0,26.0,37,0.06593364698922694,32,e,17.0,2023-01-23
3761.0,26.0,37,0.1365653659394038,32,e,17.0,2023-01-22
512.0,21.0,37,0.01424361608630799,32,e,17.0,2023-01-17
762.0,21.0,37,0.07919938801129434,32,e,17.0,2023-02-07
983.0,21.0,37,0.03676898764281325,32,e,17.0,2023-01-11
1331.0,21.0,37,0.00886691039999288,32,e,17.0,2023-02-13
1760.0,21.0,37,0.05491237239902026,32,e,17.0,2023-01-19
3881.0,21.0,37,0.03302032146252371,32,e,17.0,2023-02-28
4860.0,21.0,37,0.08853816273167177,32,e,17.0,2023-02-12
1178.0,27.0,37,0.06779904718473186,32,e,17.0,2023-02-23
3486.0,33.0,37,0.03586324689126434,32,e,17.0,2023-02-09
3751.0,33.0,37,0.130658260638853,32,e,17.0,2023-02-08
4307.0,34.0,37,0.005092962185794528,32,e,17.0,2023-02-14
2821.0,28.0,37,0.1866807938653152,32,e,17.0,2023-02-09
1605.0,32.0,37,0.05098544783954187,32,e,17.0,2023-01-27
2711.0,32.0,37,0.008977244932719512,32,e,17.0,2023-02-24
4602.0,31.0,37,0.1686534376141641,32,e,17.0,2023-02-16
4626.0,31.0,37,0.007333935343182196,32,e,17.0,2023-02-06
2927.0,39.0,37,0.08898619440378581,32,e,17.0,2023-02-16
3388.0,42.0,37,0.08000256669268717,32,e,17.0,2023-02-25
4867.0,25.0,37,0.08058478710170519,32,e,17.0,2023-01-24
4888.0,25.0,37,0.03730531616209448,32,e,17.0,2023-02-22
4899.0,25.0,37,0.06401671834588873,32,e,17.0,2023-02-12
167.0,23.0,63,0.10888397829006173,41,d,11.0,2023-02-14
1477.0,23.0,63,0.09017111916944233,41,d,11.0,2023-02-09
2048.0,23.0,63,0.07526226961907494,41,d,11.0,2023-01-29
2538.0,23.0,63,0.0007437341441228367,41,d,11.0,2023-02-25
3676.0,23.0,63,0.04605677762858176,41,d,11.0,2023-02-18
3927.0,23.0,63,0.010961363672262516,41,d,11.0,2023-02-17
882.0,4.0,63,0.010806730829910034,41,d,11.0,2023-01-25
3144.0,4.0,63,0.012169572825732456,41,d,11.0,2023-01-22
1560.0,18.0,63,0.04414900821931432,41,d,11.0,2023-01-20
1827.0,18.0,63,0.06105643116936598,41,d,11.0,2023-02-01
1953.0,18.0,63,0.11196526075417028,41,d,11.0,2023-02-21
3384.0,18.0,63,0.04697457099176554,41,d,11.0,2023-01-16
3479.0,18.0,63,0.0669924664054738,41,d,11.0,2023-02-14
